flight_key,flight_id,airline_key,origin_airport_key,destination_airport_key,date_key,scheduled_time,actual_time,scheduled_hour,route,gate,status,passengers,delay_minutes,delay_band,is_on_time,is_delayed,is_cancelled
352,AF05140383,1,5,3,20260514,2026-05-14 12:00:00,2026-05-14 12:12:00,12,FRA-CDG,D04,ON_TIME,161,12,ON_TIME,True,False,False
353,EK01010384,4,5,8,20260101,2026-01-01 05:35:00,2026-01-01 05:56:00,5,FRA-LHR,A18,DELAYED,307,21,16-30,False,True,False
354,DE01200385,3,5,13,20260120,2026-01-20 08:50:00,2026-01-20 08:35:00,8,FRA-ZRH,A12,ON_TIME,80,0,ON_TIME,True,False,False
355,BA03160386,2,5,2,20260316,2026-03-16 17:00:00,2026-03-16 17:32:00,17,FRA-BER,A05,DELAYED,78,32,31-60,False,True,False
356,EK01300388,4,5,6,20260130,2026-01-30 18:10:00,2026-01-30 18:37:00,18,FRA-HAM,D04,DELAYED,252,27,16-30,False,True,False
357,UA02120389,8,5,7,20260212,2026-02-12 08:40:00,2026-02-12 09:48:00,8,FRA-JFK,Z15,DELAYED,268,68,61-120,False,True,False
358,IB06230390,5,5,11,20260623,2026-06-23 19:40:00,2026-06-23 20:15:00,19,FRA-PMI,A18,DELAYED,69,35,31-60,False,True,False
359,IB01290391,5,5,12,20260129,2026-01-29 19:15:00,2026-01-29 19:27:00,19,FRA-VIE,Z15,ON_TIME,323,12,ON_TIME,True,False,False
360,AF03280392,1,5,7,20260328,2026-03-28 22:20:00,2026-03-28 22:55:00,22,FRA-JFK,B03,DELAYED,276,35,31-60,False,True,False
361,IB06190393,5,5,1,20260619,2026-06-19 17:40:00,2026-06-19 19:32:00,17,FRA-AMS,E02,DELAYED,135,112,61-120,False,True,False
362,IB02120394,5,5,12,20260212,2026-02-12 08:15:00,2026-02-12 08:03:00,8,FRA-VIE,A05,ON_TIME,197,0,ON_TIME,True,False,False
363,AF06140395,1,5,13,20260614,2026-06-14 18:10:00,2026-06-14 18:47:00,18,FRA-ZRH,D04,DELAYED,100,37,31-60,False,True,False
364,IB01310396,5,5,1,20260131,2026-01-31 20:30:00,2026-01-31 20:56:00,20,FRA-AMS,A12,DELAYED,55,26,16-30,False,True,False
365,IB06180398,5,5,4,20260618,2026-06-18 17:15:00,2026-06-18 17:35:00,17,FRA-DXB,A05,DELAYED,168,20,16-30,False,True,False
366,EK06120399,4,5,1,20260612,2026-06-12 15:20:00,2026-06-12 15:32:00,15,FRA-AMS,C07,ON_TIME,126,12,ON_TIME,True,False,False
367,DE06060400,3,5,3,20260606,2026-06-06 11:45:00,2026-06-06 11:52:00,11,FRA-CDG,D04,ON_TIME,165,7,ON_TIME,True,False,False
368,AF03280401,1,5,4,20260328,2026-03-28 09:10:00,2026-03-28 09:00:00,9,FRA-DXB,D04,ON_TIME,285,0,ON_TIME,True,False,False
369,BA01020402,2,5,12,20260102,2026-01-02 21:30:00,2026-01-02 21:17:00,21,FRA-VIE,E02,ON_TIME,302,0,ON_TIME,True,False,False
370,BA05290403,2,5,4,20260529,2026-05-29 10:40:00,2026-05-29 10:36:00,10,FRA-DXB,C07,ON_TIME,251,0,ON_TIME,True,False,False
371,AF04120404,1,5,3,20260412,2026-04-12 15:50:00,2026-04-12 15:37:00,15,FRA-CDG,Z15,ON_TIME,266,0,ON_TIME,True,False,False
372,BA05190406,2,5,13,20260519,2026-05-19 15:35:00,2026-05-19 16:21:00,15,FRA-ZRH,E02,DELAYED,268,46,31-60,False,True,False
373,KL01040407,6,5,9,20260104,2026-01-04 21:35:00,,21,FRA-MAD,A18,CANCELLED,24,0,CANCELLED,False,False,True
374,KL03060408,6,5,7,20260306,2026-03-06 09:30:00,2026-03-06 10:12:00,9,FRA-JFK,B16,DELAYED,71,42,31-60,False,True,False
375,IB06070409,5,5,10,20260607,2026-06-07 22:45:00,2026-06-07 22:43:00,22,FRA-MUC,A05,ON_TIME,202,0,ON_TIME,True,False,False
376,UA04170410,8,5,9,20260417,2026-04-17 16:20:00,2026-04-17 16:27:00,16,FRA-MAD,Z15,ON_TIME,158,7,ON_TIME,True,False,False
377,IB06120411,5,5,8,20260612,2026-06-12 17:25:00,2026-06-12 17:10:00,17,FRA-LHR,D04,ON_TIME,205,0,ON_TIME,True,False,False
378,BA01200412,2,5,7,20260120,2026-01-20 10:40:00,2026-01-20 10:29:00,10,FRA-JFK,C07,ON_TIME,75,0,ON_TIME,True,False,False
379,KL03090413,6,5,13,20260309,2026-03-09 09:40:00,2026-03-09 09:53:00,9,FRA-ZRH,A05,ON_TIME,134,13,ON_TIME,True,False,False
380,BA06020414,2,5,1,20260602,2026-06-02 07:25:00,2026-06-02 08:00:00,7,FRA-AMS,A12,DELAYED,238,35,31-60,False,True,False
381,EK02260415,4,5,13,20260226,2026-02-26 11:20:00,2026-02-26 11:09:00,11,FRA-ZRH,B16,ON_TIME,102,0,ON_TIME,True,False,False
382,AF06190416,1,5,8,20260619,2026-06-19 16:00:00,2026-06-19 16:13:00,16,FRA-LHR,D04,ON_TIME,326,13,ON_TIME,True,False,False
383,LH06210417,7,5,10,20260621,2026-06-21 17:15:00,2026-06-21 17:00:00,17,FRA-MUC,B16,ON_TIME,75,0,ON_TIME,True,False,False
384,UA04090418,8,5,10,20260409,2026-04-09 14:20:00,2026-04-09 15:56:00,14,FRA-MUC,E02,DELAYED,246,96,61-120,False,True,False
385,IB01120419,5,5,12,20260112,2026-01-12 14:45:00,2026-01-12 15:08:00,14,FRA-VIE,E02,DELAYED,330,23,16-30,False,True,False
386,UA01190421,8,5,7,20260119,2026-01-19 09:30:00,2026-01-19 12:05:00,9,FRA-JFK,E02,DELAYED,183,155,120+,False,True,False
387,DE02280422,3,5,11,20260228,2026-02-28 14:10:00,2026-02-28 14:33:00,14,FRA-PMI,B16,DELAYED,276,23,16-30,False,True,False
388,LH06220423,7,5,9,20260622,2026-06-22 09:20:00,,9,FRA-MAD,A12,CANCELLED,1,0,CANCELLED,False,False,True
389,EK01280424,4,5,13,20260128,2026-01-28 14:50:00,2026-01-28 14:55:00,14,FRA-ZRH,C07,ON_TIME,279,5,ON_TIME,True,False,False
390,UA01080425,8,5,7,20260108,2026-01-08 20:40:00,2026-01-08 21:10:00,20,FRA-JFK,A18,DELAYED,206,30,16-30,False,True,False
391,KL06150426,6,5,7,20260615,2026-06-15 16:30:00,2026-06-15 17:02:00,16,FRA-JFK,A05,DELAYED,118,32,31-60,False,True,False
392,LH06020427,7,5,11,20260602,2026-06-02 18:20:00,2026-06-02 18:48:00,18,FRA-PMI,B03,DELAYED,231,28,16-30,False,True,False
393,DE06210429,3,5,6,20260621,2026-06-21 07:20:00,2026-06-21 08:12:00,7,FRA-HAM,Z15,DELAYED,156,52,31-60,False,True,False
394,IB04020430,5,5,1,20260402,2026-04-02 09:45:00,2026-04-02 09:53:00,9,FRA-AMS,B16,ON_TIME,154,8,ON_TIME,True,False,False
395,IB03260431,5,5,12,20260326,2026-03-26 15:25:00,2026-03-26 15:10:00,15,FRA-VIE,A05,ON_TIME,141,0,ON_TIME,True,False,False
396,IB04020433,5,5,12,20260402,2026-04-02 15:15:00,2026-04-02 15:44:00,15,FRA-VIE,E02,DELAYED,126,29,16-30,False,True,False
397,AF06100434,1,5,3,20260610,2026-06-10 07:35:00,2026-06-10 08:18:00,7,FRA-CDG,Z15,DELAYED,70,43,31-60,False,True,False
398,UA02240435,8,5,11,20260224,2026-02-24 07:20:00,2026-02-24 07:58:00,7,FRA-PMI,B16,DELAYED,131,38,31-60,False,True,False
399,UA05310436,8,5,8,20260531,2026-05-31 14:40:00,2026-05-31 14:36:00,14,FRA-LHR,B16,ON_TIME,258,0,ON_TIME,True,False,False
400,LH03030437,7,5,7,20260303,2026-03-03 11:20:00,2026-03-03 11:51:00,11,FRA-JFK,D04,DELAYED,129,31,31-60,False,True,False
401,EK02260438,4,5,2,20260226,2026-02-26 20:45:00,2026-02-26 21:25:00,20,FRA-BER,B03,DELAYED,76,40,31-60,False,True,False
402,EK05010439,4,5,9,20260501,2026-05-01 19:30:00,,19,FRA-MAD,B09,CANCELLED,20,0,CANCELLED,False,False,True
403,KL05200440,6,5,11,20260520,2026-05-20 11:10:00,2026-05-20 11:15:00,11,FRA-PMI,E02,ON_TIME,94,5,ON_TIME,True,False,False
404,KL02270441,6,5,9,20260227,2026-02-27 22:10:00,2026-02-27 22:43:00,22,FRA-MAD,E02,DELAYED,58,33,31-60,False,True,False
405,BA02120442,2,5,12,20260212,2026-02-12 12:35:00,2026-02-12 12:29:00,12,FRA-VIE,A18,ON_TIME,131,0,ON_TIME,True,False,False
406,BA06040443,2,5,1,20260604,2026-06-04 08:45:00,2026-06-04 08:53:00,8,FRA-AMS,B03,ON_TIME,300,8,ON_TIME,True,False,False
407,BA04160444,2,5,7,20260416,2026-04-16 05:45:00,,5,FRA-JFK,A18,CANCELLED,5,0,CANCELLED,False,False,True
408,LH02070445,7,5,11,20260207,2026-02-07 06:40:00,2026-02-07 07:20:00,6,FRA-PMI,B09,DELAYED,64,40,31-60,False,True,False
409,DE04250446,3,5,8,20260425,2026-04-25 21:15:00,2026-04-25 22:24:00,21,FRA-LHR,Z15,DELAYED,128,69,61-120,False,True,False
410,BA06180447,2,5,11,20260618,2026-06-18 21:50:00,2026-06-18 21:43:00,21,FRA-PMI,B03,ON_TIME,90,0,ON_TIME,True,False,False
411,UA02030448,8,5,9,20260203,2026-02-03 08:30:00,2026-02-03 08:15:00,8,FRA-MAD,C07,ON_TIME,313,0,ON_TIME,True,False,False
412,BA01250449,2,5,11,20260125,2026-01-25 11:15:00,2026-01-25 11:00:00,11,FRA-PMI,A12,ON_TIME,115,0,ON_TIME,True,False,False
413,IB02030450,5,5,7,20260203,2026-02-03 22:30:00,2026-02-03 22:15:00,22,FRA-JFK,E02,ON_TIME,275,0,ON_TIME,True,False,False
414,UA01120451,8,5,1,20260112,2026-01-12 22:10:00,2026-01-12 22:38:00,22,FRA-AMS,C07,DELAYED,105,28,16-30,False,True,False
415,BA05030452,2,5,3,20260503,2026-05-03 12:35:00,2026-05-03 12:20:00,12,FRA-CDG,B09,ON_TIME,264,0,ON_TIME,True,False,False
416,AF01020453,1,5,2,20260102,2026-01-02 21:35:00,2026-01-02 21:37:00,21,FRA-BER,B16,ON_TIME,264,2,ON_TIME,True,False,False
417,KL04120455,6,5,7,20260412,2026-04-12 12:10:00,2026-04-12 12:10:00,12,FRA-JFK,B09,ON_TIME,302,0,ON_TIME,True,False,False
418,KL03300456,6,5,11,20260330,2026-03-30 17:40:00,2026-03-30 17:49:00,17,FRA-PMI,D04,ON_TIME,172,9,ON_TIME,True,False,False
419,BA02240457,2,5,10,20260224,2026-02-24 22:10:00,2026-02-24 22:34:00,22,FRA-MUC,A18,DELAYED,81,24,16-30,False,True,False
420,UA01020458,8,5,7,20260102,2026-01-02 07:40:00,2026-01-02 07:25:00,7,FRA-JFK,A12,ON_TIME,100,0,ON_TIME,True,False,False
421,KL04050459,6,5,8,20260405,2026-04-05 08:25:00,,8,FRA-LHR,B09,CANCELLED,16,0,CANCELLED,False,False,True
422,DE04130462,3,5,3,20260413,2026-04-13 17:10:00,2026-04-13 17:00:00,17,FRA-CDG,A12,ON_TIME,62,0,ON_TIME,True,False,False
423,DE03140463,3,5,13,20260314,2026-03-14 23:25:00,2026-03-14 23:58:00,23,FRA-ZRH,D04,DELAYED,154,33,31-60,False,True,False
424,KL01300465,6,5,1,20260130,2026-01-30 21:50:00,2026-01-30 22:16:00,21,FRA-AMS,Z15,DELAYED,248,26,16-30,False,True,False
425,IB03280466,5,5,8,20260328,2026-03-28 20:15:00,2026-03-28 20:00:00,20,FRA-LHR,A12,ON_TIME,301,0,ON_TIME,True,False,False
426,KL04080467,6,5,10,20260408,2026-04-08 12:45:00,2026-04-08 12:40:00,12,FRA-MUC,B03,ON_TIME,189,0,ON_TIME,True,False,False
427,KL04130468,6,5,10,20260413,2026-04-13 15:35:00,2026-04-13 16:01:00,15,FRA-MUC,B16,DELAYED,215,26,16-30,False,True,False
428,AF03100469,1,5,11,20260310,2026-03-10 10:45:00,2026-03-10 11:11:00,10,FRA-PMI,B03,DELAYED,160,26,16-30,False,True,False
429,AF06080470,1,5,8,20260608,2026-06-08 16:40:00,2026-06-08 17:31:00,16,FRA-LHR,D04,DELAYED,95,51,31-60,False,True,False
430,LH01110471,7,5,13,20260111,2026-01-11 21:00:00,2026-01-11 20:45:00,21,FRA-ZRH,D04,ON_TIME,195,0,ON_TIME,True,False,False
431,IB01090473,5,5,13,20260109,2026-01-09 22:00:00,2026-01-09 22:08:00,22,FRA-ZRH,D04,ON_TIME,320,8,ON_TIME,True,False,False
432,EK01030474,4,5,4,20260103,2026-01-03 05:45:00,2026-01-03 05:45:00,5,FRA-DXB,Z15,ON_TIME,240,0,ON_TIME,True,False,False
433,KL05210475,6,5,6,20260521,2026-05-21 13:45:00,2026-05-21 14:20:00,13,FRA-HAM,B03,DELAYED,272,35,31-60,False,True,False
434,UA04060476,8,5,4,20260406,2026-04-06 17:10:00,2026-04-06 17:18:00,17,FRA-DXB,Z15,ON_TIME,122,8,ON_TIME,True,False,False
435,AF03110477,1,5,10,20260311,2026-03-11 13:20:00,2026-03-11 13:24:00,13,FRA-MUC,D04,ON_TIME,131,4,ON_TIME,True,False,False
436,LH04180478,7,5,6,20260418,2026-04-18 20:40:00,2026-04-18 21:03:00,20,FRA-HAM,E02,DELAYED,319,23,16-30,False,True,False
437,EK03180479,4,5,12,20260318,2026-03-18 14:20:00,2026-03-18 14:44:00,14,FRA-VIE,B09,DELAYED,165,24,16-30,False,True,False
438,IB01250480,5,5,7,20260125,2026-01-25 20:00:00,2026-01-25 20:17:00,20,FRA-JFK,B16,DELAYED,186,17,16-30,False,True,False
439,LH02010481,7,5,9,20260201,2026-02-01 17:25:00,2026-02-01 17:10:00,17,FRA-MAD,B16,ON_TIME,200,0,ON_TIME,True,False,False
440,EK05110482,4,5,7,20260511,2026-05-11 21:15:00,2026-05-11 21:13:00,21,FRA-JFK,D04,ON_TIME,201,0,ON_TIME,True,False,False
441,BA06130483,2,5,6,20260613,2026-06-13 16:10:00,2026-06-13 17:00:00,16,FRA-HAM,B03,DELAYED,230,50,31-60,False,True,False
442,EK06170484,4,5,1,20260617,2026-06-17 14:50:00,2026-06-17 14:44:00,14,FRA-AMS,B16,ON_TIME,282,0,ON_TIME,True,False,False
443,IB02120485,5,5,9,20260212,2026-02-12 10:30:00,2026-02-12 10:46:00,10,FRA-MAD,B03,DELAYED,95,16,16-30,False,True,False
444,BA01270486,2,5,9,20260127,2026-01-27 08:35:00,2026-01-27 09:07:00,8,FRA-MAD,A05,DELAYED,82,32,31-60,False,True,False
445,KL06100488,6,5,12,20260610,2026-06-10 09:40:00,2026-06-10 10:22:00,9,FRA-VIE,B16,DELAYED,72,42,31-60,False,True,False
446,EK04300489,4,5,12,20260430,2026-04-30 22:50:00,2026-04-30 23:43:00,22,FRA-VIE,Z15,DELAYED,288,53,31-60,False,True,False
447,UA06130490,8,5,13,20260613,2026-06-13 22:50:00,2026-06-13 23:48:00,22,FRA-ZRH,A12,DELAYED,171,58,31-60,False,True,False
448,IB04040491,5,5,3,20260404,2026-04-04 18:50:00,2026-04-04 19:33:00,18,FRA-CDG,B16,DELAYED,124,43,31-60,False,True,False
449,KL05170492,6,5,12,20260517,2026-05-17 06:15:00,2026-05-17 06:31:00,6,FRA-VIE,C07,DELAYED,59,16,16-30,False,True,False
450,UA03090494,8,5,8,20260309,2026-03-09 08:10:00,2026-03-09 08:40:00,8,FRA-LHR,B09,DELAYED,194,30,16-30,False,True,False
451,KL02180495,6,5,9,20260218,2026-02-18 07:40:00,2026-02-18 08:14:00,7,FRA-MAD,B03,DELAYED,306,34,31-60,False,True,False
452,EK02080496,4,5,2,20260208,2026-02-08 07:20:00,,7,FRA-BER,B09,CANCELLED,9,0,CANCELLED,False,False,True
453,BA04230497,2,5,4,20260423,2026-04-23 05:45:00,2026-04-23 06:16:00,5,FRA-DXB,B16,DELAYED,310,31,31-60,False,True,False
454,UA05200499,8,5,10,20260520,2026-05-20 20:40:00,2026-05-20 21:18:00,20,FRA-MUC,B03,DELAYED,117,38,31-60,False,True,False
455,UA03050500,8,5,12,20260305,2026-03-05 06:45:00,2026-03-05 06:30:00,6,FRA-VIE,B03,ON_TIME,321,0,ON_TIME,True,False,False
456,IB03180502,5,5,7,20260318,2026-03-18 12:00:00,2026-03-18 11:45:00,12,FRA-JFK,A12,ON_TIME,166,0,ON_TIME,True,False,False
457,AF04220503,1,5,7,20260422,2026-04-22 15:30:00,2026-04-22 15:42:00,15,FRA-JFK,A05,ON_TIME,59,12,ON_TIME,True,False,False
458,IB06020504,5,5,4,20260602,2026-06-02 10:00:00,2026-06-02 10:26:00,10,FRA-DXB,A12,DELAYED,310,26,16-30,False,True,False
459,EK01160505,4,5,7,20260116,2026-01-16 07:00:00,2026-01-16 07:01:00,7,FRA-JFK,B16,ON_TIME,174,1,ON_TIME,True,False,False
460,EK02190506,4,5,12,20260219,2026-02-19 06:10:00,2026-02-19 05:55:00,6,FRA-VIE,D04,ON_TIME,75,0,ON_TIME,True,False,False
461,IB03170507,5,5,13,20260317,2026-03-17 23:15:00,2026-03-17 23:38:00,23,FRA-ZRH,Z15,DELAYED,195,23,16-30,False,True,False
462,BA05160508,2,5,10,20260516,2026-05-16 10:15:00,2026-05-16 10:49:00,10,FRA-MUC,D04,DELAYED,242,34,31-60,False,True,False
463,LH05100509,7,5,7,20260510,2026-05-10 17:40:00,2026-05-10 17:37:00,17,FRA-JFK,A12,ON_TIME,219,0,ON_TIME,True,False,False
464,UA05150510,8,5,8,20260515,2026-05-15 21:20:00,2026-05-15 21:18:00,21,FRA-LHR,B16,ON_TIME,264,0,ON_TIME,True,False,False
465,DE05140511,3,5,10,20260514,2026-05-14 07:30:00,2026-05-14 08:17:00,7,FRA-MUC,B03,DELAYED,303,47,31-60,False,True,False
466,DE05270512,3,5,2,20260527,2026-05-27 18:15:00,2026-05-27 19:05:00,18,FRA-BER,A05,DELAYED,186,50,31-60,False,True,False
467,EK06050513,4,5,8,20260605,2026-06-05 07:30:00,2026-06-05 07:51:00,7,FRA-LHR,D04,DELAYED,95,21,16-30,False,True,False
468,LH05230514,7,5,1,20260523,2026-05-23 19:00:00,2026-05-23 21:44:00,19,FRA-AMS,E02,DELAYED,191,164,120+,False,True,False
469,LH01190515,7,5,4,20260119,2026-01-19 14:35:00,2026-01-19 15:00:00,14,FRA-DXB,C07,DELAYED,327,25,16-30,False,True,False
470,AF05150516,1,5,8,20260515,2026-05-15 13:25:00,2026-05-15 13:36:00,13,FRA-LHR,A12,ON_TIME,267,11,ON_TIME,True,False,False
471,IB03220518,5,5,1,20260322,2026-03-22 23:00:00,2026-03-22 23:36:00,23,FRA-AMS,B16,DELAYED,275,36,31-60,False,True,False
472,AF05200519,1,5,11,20260520,2026-05-20 12:10:00,2026-05-20 12:40:00,12,FRA-PMI,C07,DELAYED,284,30,16-30,False,True,False
473,LH01090520,7,5,4,20260109,2026-01-09 15:25:00,,15,FRA-DXB,A05,CANCELLED,9,0,CANCELLED,False,False,True
474,KL02240521,6,5,8,20260224,2026-02-24 15:30:00,2026-02-24 16:26:00,15,FRA-LHR,E02,DELAYED,316,56,31-60,False,True,False
475,BA01100522,2,5,10,20260110,2026-01-10 20:00:00,2026-01-10 19:58:00,20,FRA-MUC,B03,ON_TIME,182,0,ON_TIME,True,False,False
476,KL01240523,6,5,3,20260124,2026-01-24 18:25:00,2026-01-24 18:35:00,18,FRA-CDG,D04,ON_TIME,143,10,ON_TIME,True,False,False
477,DE06140524,3,5,11,20260614,2026-06-14 14:30:00,2026-06-14 14:15:00,14,FRA-PMI,A05,ON_TIME,95,0,ON_TIME,True,False,False
478,EK04220525,4,5,1,20260422,2026-04-22 18:35:00,2026-04-22 18:54:00,18,FRA-AMS,C07,DELAYED,60,19,16-30,False,True,False
479,LH05150526,7,5,3,20260515,2026-05-15 07:00:00,2026-05-15 07:49:00,7,FRA-CDG,B03,DELAYED,312,49,31-60,False,True,False
480,BA06220527,2,5,2,20260622,2026-06-22 18:15:00,2026-06-22 18:20:00,18,FRA-BER,A18,ON_TIME,256,5,ON_TIME,True,False,False
481,BA01220528,2,5,1,20260122,2026-01-22 21:25:00,2026-01-22 21:34:00,21,FRA-AMS,A12,ON_TIME,189,9,ON_TIME,True,False,False
482,UA04220529,8,5,13,20260422,2026-04-22 09:40:00,2026-04-22 10:02:00,9,FRA-ZRH,B03,DELAYED,323,22,16-30,False,True,False
483,AF03100530,1,5,10,20260310,2026-03-10 19:00:00,2026-03-10 19:37:00,19,FRA-MUC,C07,DELAYED,112,37,31-60,False,True,False
484,UA03310531,8,5,1,20260331,2026-03-31 12:00:00,2026-03-31 11:51:00,12,FRA-AMS,Z15,ON_TIME,234,0,ON_TIME,True,False,False
485,IB02070532,5,5,11,20260207,2026-02-07 19:30:00,2026-02-07 19:15:00,19,FRA-PMI,A18,ON_TIME,246,0,ON_TIME,True,False,False
486,DE01140533,3,5,10,20260114,2026-01-14 13:25:00,2026-01-14 16:22:00,13,FRA-MUC,B09,DELAYED,111,177,120+,False,True,False
487,IB01060534,5,5,12,20260106,2026-01-06 15:45:00,2026-01-06 15:30:00,15,FRA-VIE,B09,ON_TIME,322,0,ON_TIME,True,False,False
488,IB02060535,5,5,11,20260206,2026-02-06 06:10:00,2026-02-06 06:20:00,6,FRA-PMI,B03,ON_TIME,200,10,ON_TIME,True,False,False
489,KL04300536,6,5,2,20260430,2026-04-30 05:35:00,2026-04-30 05:43:00,5,FRA-BER,A12,ON_TIME,239,8,ON_TIME,True,False,False
490,LH06160537,7,5,3,20260616,2026-06-16 17:45:00,2026-06-16 17:30:00,17,FRA-CDG,Z15,ON_TIME,303,0,ON_TIME,True,False,False
491,DE02200538,3,5,6,20260220,2026-02-20 22:15:00,2026-02-20 22:27:00,22,FRA-HAM,B03,ON_TIME,75,12,ON_TIME,True,False,False
492,KL05060539,6,5,1,20260506,2026-05-06 17:40:00,,17,FRA-AMS,B09,CANCELLED,16,0,CANCELLED,False,False,True
493,LH03070540,7,5,7,20260307,2026-03-07 17:30:00,2026-03-07 17:23:00,17,FRA-JFK,A18,ON_TIME,170,0,ON_TIME,True,False,False
494,EK06180541,4,5,9,20260618,2026-06-18 09:35:00,2026-06-18 09:20:00,9,FRA-MAD,C07,ON_TIME,171,0,ON_TIME,True,False,False
495,AF02090542,1,5,11,20260209,2026-02-09 18:50:00,2026-02-09 18:59:00,18,FRA-PMI,B03,ON_TIME,122,9,ON_TIME,True,False,False
496,BA05190543,2,5,11,20260519,2026-05-19 11:40:00,2026-05-19 11:46:00,11,FRA-PMI,Z15,ON_TIME,129,6,ON_TIME,True,False,False
497,BA01180544,2,5,1,20260118,2026-01-18 23:20:00,2026-01-18 23:06:00,23,FRA-AMS,A18,ON_TIME,217,0,ON_TIME,True,False,False
498,LH04160545,7,5,1,20260416,2026-04-16 18:50:00,2026-04-16 19:51:00,18,FRA-AMS,A18,DELAYED,195,61,61-120,False,True,False
499,AF02030546,1,5,10,20260203,2026-02-03 10:30:00,2026-02-03 10:23:00,10,FRA-MUC,Z15,ON_TIME,191,0,ON_TIME,True,False,False
500,AF03010547,1,5,11,20260301,2026-03-01 12:30:00,2026-03-01 12:34:00,12,FRA-PMI,B16,ON_TIME,295,4,ON_TIME,True,False,False
501,BA05060548,2,5,9,20260506,2026-05-06 20:40:00,2026-05-06 20:29:00,20,FRA-MAD,A05,ON_TIME,264,0,ON_TIME,True,False,False
502,KL02260549,6,5,9,20260226,2026-02-26 11:45:00,2026-02-26 13:02:00,11,FRA-MAD,B16,DELAYED,305,77,61-120,False,True,False
503,IB04200550,5,5,8,20260420,2026-04-20 17:30:00,2026-04-20 17:15:00,17,FRA-LHR,C07,ON_TIME,215,0,ON_TIME,True,False,False
504,LH01280551,7,5,13,20260128,2026-01-28 20:15:00,2026-01-28 21:46:00,20,FRA-ZRH,A05,DELAYED,257,91,61-120,False,True,False
505,UA06110552,8,5,13,20260611,2026-06-11 06:45:00,2026-06-11 07:20:00,6,FRA-ZRH,B09,DELAYED,210,35,31-60,False,True,False
506,IB04190553,5,5,6,20260419,2026-04-19 15:25:00,2026-04-19 15:20:00,15,FRA-HAM,A12,ON_TIME,286,0,ON_TIME,True,False,False
507,IB02210555,5,5,11,20260221,2026-02-21 19:35:00,2026-02-21 19:30:00,19,FRA-PMI,A12,ON_TIME,118,0,ON_TIME,True,False,False
508,DE04260556,3,5,4,20260426,2026-04-26 16:35:00,2026-04-26 16:20:00,16,FRA-DXB,Z15,ON_TIME,316,0,ON_TIME,True,False,False
509,BA05210557,2,5,9,20260521,2026-05-21 17:30:00,2026-05-21 18:10:00,17,FRA-MAD,A18,DELAYED,131,40,31-60,False,True,False
510,BA01140558,2,5,6,20260114,2026-01-14 18:50:00,2026-01-14 18:48:00,18,FRA-HAM,B09,ON_TIME,283,0,ON_TIME,True,False,False
511,BA02030559,2,5,10,20260203,2026-02-03 11:30:00,2026-02-03 11:43:00,11,FRA-MUC,Z15,ON_TIME,57,13,ON_TIME,True,False,False
512,IB02250560,5,5,8,20260225,2026-02-25 21:15:00,2026-02-25 23:57:00,21,FRA-LHR,B03,DELAYED,58,162,120+,False,True,False
513,DE01280562,3,5,2,20260128,2026-01-28 18:40:00,2026-01-28 19:22:00,18,FRA-BER,D04,DELAYED,145,42,31-60,False,True,False
514,EK01240563,4,5,2,20260124,2026-01-24 15:00:00,2026-01-24 15:07:00,15,FRA-BER,B09,ON_TIME,88,7,ON_TIME,True,False,False
515,IB02010564,5,5,6,20260201,2026-02-01 14:00:00,2026-02-01 14:20:00,14,FRA-HAM,Z15,DELAYED,162,20,16-30,False,True,False
516,LH05270565,7,5,10,20260527,2026-05-27 21:35:00,2026-05-27 21:28:00,21,FRA-MUC,C07,ON_TIME,202,0,ON_TIME,True,False,False
517,EK05150566,4,5,3,20260515,2026-05-15 16:40:00,2026-05-15 16:25:00,16,FRA-CDG,D04,ON_TIME,309,0,ON_TIME,True,False,False
518,BA03010567,2,5,11,20260301,2026-03-01 14:45:00,,14,FRA-PMI,Z15,CANCELLED,6,0,CANCELLED,False,False,True
519,UA01120568,8,5,9,20260112,2026-01-12 16:00:00,2026-01-12 16:19:00,16,FRA-MAD,B03,DELAYED,60,19,16-30,False,True,False
520,KL01180569,6,5,3,20260118,2026-01-18 14:50:00,2026-01-18 15:03:00,14,FRA-CDG,C07,ON_TIME,229,13,ON_TIME,True,False,False
521,LH02190570,7,5,6,20260219,2026-02-19 16:00:00,2026-02-19 16:16:00,16,FRA-HAM,A05,DELAYED,297,16,16-30,False,True,False
522,BA02090571,2,5,12,20260209,2026-02-09 20:20:00,2026-02-09 20:05:00,20,FRA-VIE,E02,ON_TIME,83,0,ON_TIME,True,False,False
523,KL06230572,6,5,11,20260623,2026-06-23 16:20:00,2026-06-23 16:44:00,16,FRA-PMI,B16,DELAYED,224,24,16-30,False,True,False
524,DE03130573,3,5,6,20260313,2026-03-13 06:00:00,2026-03-13 05:45:00,6,FRA-HAM,A18,ON_TIME,254,0,ON_TIME,True,False,False
525,DE03220574,3,5,3,20260322,2026-03-22 06:50:00,2026-03-22 06:35:00,6,FRA-CDG,B16,ON_TIME,176,0,ON_TIME,True,False,False
526,LH05090576,7,5,12,20260509,2026-05-09 09:45:00,2026-05-09 10:04:00,9,FRA-VIE,B09,DELAYED,323,19,16-30,False,True,False
527,EK01260577,4,5,6,20260126,2026-01-26 21:40:00,2026-01-26 22:17:00,21,FRA-HAM,A05,DELAYED,114,37,31-60,False,True,False
